movie_id	user_id	sentiment	review
326	62	1	C'est ma série preférée avec New York 911. J'ai toujours loupé un épisode à chaque diffusion et je m'en veux encore aujourd'hui car on ne peut pas rater ça. Une série tellement réaliste où l'on s'attache à tous les personnages. Emouvant, avec de l'action, de l'amour, de l'amitié, des effets spéciaux à couper le souffle et un scénario en or. Si je pouvais mettre plus de quatre étoiles je le ferais sans hésiter une seconde. Vraiment magnifique, une série dans toute sa splendeur.
679	6	1	Tout simplement génial, cette série est surprenante, émouvante, drôle et triste. C'est du délire pur, les personages sont attachants. On les aime, on les hait. G E N I A L. J'adore, je recommande à tout le monde, c'est un petit chef d'oeuvre et je continue à regarder.
429	45	0	vraiment trop niais !
262	4	1	Excellente série ! Enterprise était la première série "star trek" que j'ai pu voir, et j'ai tout de suite accroché, dès les premières images. Les personnages sont tous très attachants, en particulier le Docteur Phlox. La série commence gentiment, mais au fur et à mesure (fin saison 2) elle devient sombre et très réaliste. Il paraît que Enterprise est la série la plus sombre des Star Trek, et je crois que c'est vrai. Bref si vous n'avez jamais vu un épisode de Star Trek et que vous voulez débuter l'aventure, commencez par Star Trek Enterprise (malgré le tout dernier épisode qui est sujet à controverse chez les fans).
683	17	0	Dès les premières secondes, Révélations ruine sa crédibilité avec une explication scientifique qui ne tient pas la route. Si les références religieuses sont nombreuses et visiblement précises, on ne peut hélas pas en dire autant des bases scientifiques utilisées par le réalisateur. Les incohérences s'accumulent, et l'histoire en devient dangereusement bancale. En outre, l'idée de base est éculée ; de nombreux films sont déjà passés avant et ont exploité le filon, si bien qu'innover dans ce domaine devient risqué. Et ici, force est de constater que Révélations se plante lamentablement. D'abord, le scénario progresse à une lenteur exaspérante, et ce pour plusieurs raisons. Déjà, l'histoire nous emmène sur des culs-de-sac (comme la première visite au vatican : résultat, après plusieurs minutes, on en est toujours au même point). Ensuite, parce que le récit s'attarde sur des éléments qui resteront inexploités (très frustrant ; citons au hasard les "jumelles félines", le "bébé-démon", et les "faux christ" : on nous les montre, on attend qu'ils prennent une vraie place dans l'histoire, qu'ils lui donnent une dimension supplémentaire, qu'ils complexifient l'intrigue... mais finalement, on n'aura rien plus). A cela s'ajoutent les incohérences qui discréditent le scénario, les dialogues qui sont souvent creux, et parfois forcés, les personnages peu convaincants (le seul qui tire son épingle du jeu étant Michael Massee, impérial en sataniste subversif), les deus ex machina qui se multiplient, et pour finir, la fin nous laisse sur notre faim. Cette série s'appelle "Révélations", et là encore, on se demande bien pourquoi. Déjà, révélations de quoi ? De sa foi pour le scientifique athée ? Pas crédible. Des secrets de Dieu et Satan ? On les attend toujours... Bref, à oublier.
422	143	0	Je mets 1 etoile parce que j'ai deja vu pire. Comme il a deja été dit par des detracteurs plus feroces que moi, l'idée de base, pourtant bonne, est completement broyée par des histoires à l'eau de rose et des incoherences qui ont le merite de reveiller le telespectateur assoupi. Et je n'en suis qu'à 3 épisodes alors ca promet !
179	3	1	j' adore cette série je la regarde tous les jours
277	275	0	Une énième série policiere sauf que "Les experts" et les 2 autres séries du meme nom sont les pires. Il n'y a meme pas d'action et les personnages sont vraiment intelligents. "Il y a un cadavre par terre donc quelqu'un la tué" Enfin voici un exemple de la logique des personnages. Attendez vous bientot a avoir la réplique "Il y a un cadavre donc quelqu'un est mort" et en disant cela je ne plaisante pas les personnages ont vraiment un logique atroce. De plus ils n'ont meme pas de personnalité et c'est rare quand on voit sur leur visage un signe d'émotion. Enfin après c'est mon avis....
201	97	0	Le must de la séie naze ! Le jeu des acteurs est nul, l'intrigue ne vaut rien, et je n'ose parler de la musique ... La seule chose de bien dans la série c'est ..... non,en fait je ne vois rien de bien.
10	187	0	Au début j'étais assez accroché, mais maintenant je trouve cela barbant.
372	339	1	tout simplement ke meme en 2018 aucune serie tv ne rattrapera heroes c juste genial chapeau a tim kring en plus que des bon acteur milo et hayden surtout je compren pas ke lost ke lost passe devant
645	7	0	Une série que je regardais avec plaisir du haut de mes 10-11 ans. Maintenant, il est clair que je ne ferais qu'en sourire au vu des situations parfois répétitives et farfelues que l'on peut y rencontrer... Mais bon, les personnages sont gentiment caricaturés, et cela fait passer le temps. La palme d'or de l'archétype incroyable revient cependant sans aucun doute à Isabelle qui est un cliché souvent grotesque de la jeune fille bien bâtie et aux bonnes manières, à qui l'on donnerait le Bon Dieu sans confession ("Père..."), alors qu'elle adore semer la zizanie...
416	7	0	Franchement je n'ai pas du tout accroché à cette série car elle me donnait plus envie de zapper que de regarder : les acteurs - l'histoire - le scénario et même la mise en scène étaient plutôt passable. Bon en clair ce n'est pas une série que je conseille de voir.
584	43	0	Quelques moments drôles, notamment grâce au majordome Niles, mais l'ensemble est un peu nunuche.
553	33	0	J'aime vraiment pas !!!
236	87	0	Comment un acteur aussi lamentable que Bruno Madinier a-t-il pu décrocher le premier rôle masculin. Les responsables du casting étaient-ils sous l'emprise de substances illicites? Il n'est pas crédible pour un sou, surjoue constamment et même quand il marche il est ridicule. Ingrid Chauvin n'est pas beaucoup plus inspirée, mais la seule chose qui importe et qui permette de faire de l'audience c'est qu'elle ait le potentiel pour remporter un concours de tee shirt mouillé. Le reste de la distribution est du même acabit. Voilà pour l'interprétation. Côté scénario, quelques bonnes idées même si l'on retouve les grosses ficelles des séries de l'été: des meurtres et des querelles de familles. De toute façon, les bonnes idées sont mal exploitées. Le tout est invraisemblable, mal réalisé, avec des effets spéciaux ridicules (mon dieu, les apparitions de fantômes!) et tire vraiment en longueur. Mais qu'est-ce qu'on rigole!
11	158	0	"7 à la maison (1996)" est une des pires séries de ses vingt dernières années et que je ne conseille de ne pas voir : un casting vraiment lamentable qu'on a envie de giffler, une histoire trop ennuyante et un peu trop moraliste mon gout, un scénario plat et une mauvaise mise une scène. Ce n'est pas une série que je conseille de voir.
689	95	0	Un copier/coller des séries policières américaines mais comme toutes les séries françaises, il n'y a rien d'original ou de réellement inventé mais en plus tout est copier mais c'est surtout tès mal copié le jeu des acteurs est minable, le nom de la série ressemble étrangement a certaines séries américaines, les enquêtes sont elles aussi vu et revue, sans oublier les personnages qui ont hérités de l'intelligence des persos des experts. Enfin, la série a même copié les pires défauts.
633	312	0	je nai jamais regardé cette émission mais jai vu des extraits et jai failli en vomir! sa donne envie de pleurer de voir ces "acteurs" qui ne savent pas jouer << Oh mais tu n'est pas mon père >> sniff ! Qu'ils aillent tous se cacher il me font tellment de peine que je pourrais les payer pour arrêter la diffusion et les tournages! C'est trop pourrie, comment peut-on aimer ça ????
216	300	0	mon dieu, qu'est ce que c'est "fleur bleue"!! devant tant de béatidude et d'innocence, on n'a qu'une envie, c'est de zapper. mais quel est l'objectif des réalisateurs de cette série? concurrencer "7 à la maison" ?????
320	4	1	Une série agréable à regarder et qui aurait pu trouver son public en France si elle n'avait pas fini si brusquement! A voir au moins une fois! Et vivement qu'elle soit rediffusée!
413	32	0	Euaah, non seulement ca pue le patriotisme, mais en plus c'est plein de bons sentiments, de préjugés, et bien sur, les méchants c'est les arabes... Pouah!!
650	1127	0	c'est pas une mauvaise serie mais bon comme beaucoup de serie actuels tu manque 2 episodes c'est foutu t'as perdu le fil de l'histoire je mets 0 etoiles parce qu'il faut faire baisser la moyenne des telespectateurs et parce que j'aime bien des fois si ya autres choses de bien j'ai envie de regarder
388	17	0	Que dire à part que c'est encore une belle daube de TF1. Quand on sait que le producteur de ce navet à aussi travaillé pour "Sous le soleil" çà e comprend. Une copie de l'excelent Grey's Anatomy, mais sans humour, sans talent, mais avec des acteurs tous plus nul les un que les autres, au talent inéxistant, bref, heureusement que TF1 arrête le carnage. Faut arrêter les copies bidons. Après R.I.S ou encoe Section de recherche, il y a un moment où çà devient lourd. Les français ne ralisent que des séries pouries, on le sait pas la peine de nous en faire la preuves tout les jours. Bref, série plus que nullissime...
304	49	0	Quel interet de voir des personnes divorcer, se marier se remarier, re divorcer, se tromper etc... on en a déjà assez à se battre avec la réalité ! Non ! Les feux de l'amour nous empoisonne la vie parce que notre femme, notre mère regardent sans cesse cette série, pleure alors qu'on avait mis plusieurs heures à la mettre de bonne humeur, et c'est pas près de ce terminer, puisque cette série, je l'ai toujours connu !!!
160	1	1	Une série très agréable à regarder, les trois personnages principaux que tout pourrait opposer sont liés par l'amitié tout simplement, valeur de plus en plus rare de nos jours, de plus c'est une série non violente avec des valeurs morales et un soupçon de mystère, personnellement j'aime beaucoup, j'attends avec impatience une sortie en dvd!
650	1141	0	Je trouve cette série vraiment ennuyeuse. Une histoire pour pas trop se creuser la tête. Pour découvrir l'histoire, déjà, il se trouve dans le titre. Et en plus, les acteurs(trices) jouent vraiment trop mal, et ne se compliquent pas la vie. Et ce qui m'énerve le plus, la prononciation du titre de la série. Le titre est d'origine américaine (ou anglaise). Personnellement, je prononce Pr(aïe)son Break, et non Prison Break. Le pire, c'est le générique de début, c'est affreux. Du Rap, c'est immonde et cruel (Faf la rage). Franchement, ce goût musical pour un générique, c'est vraiment nul. Je préfère un bon vieux rock.
500	58	1	C'est de la bonne série!!! C'est super marrant c'est parfois intelligent et ça me plait.Ca montre bien la vie dure d'un père et d'une mère. Franklin est excellent!!!
372	150	1	une excellente série, action, suspence...Une des meilleures série du moment.
596	42	0	Je ne regarde plus cette série. Je ne supporte pas l'autre gourde d'Efira.
327	304	1	Cette série est tout simplement géniale. La musique n'en parlons même pas, celle-ci est tellement excellente. Les acteurs et actrices jouent vraiment bien leur rôles respectifs. Brooke nous amène une petite touche d'humour et d'hystérie. En gros pour ceux qui ne connaissent pas cette série je vous la conseille à 100 %, et vivement la saison 4 !
577	105	1	Comment décrire Nip/tuck: violence, immoralité, gore, sexe... Mais cette série est géniale quand même, les choses arrivent toujours quand on ne s'y attend pas. Le milieu de la chirugie plastique est très bien représenté, les acteurs jouent leurs rôles à la perfection (excellent Julian McMahon) et les dialogues sont excellents. Même si la saison 3 est un peu décevante, cette série vaut vraiment le coup et la saison 2 est vraiment culte. En tout cas vivement la saison 4. Attention aux âmes sensibles, car il faut avoir le coeur bien accroché pour cette série surtout en ce qui concerne les opérations filmées en gros plans...
214	102	1	du bonheur en série!!! pourvu ke ca dure encore et encore. vive les sentiments!
689	126	0	Outre être un vulgaire plagiat des CSI. On nous offre un véritable nanard, c'est simple les scènes sont de crimes sont ridiculement banales. Les acteurs sont plutôt mauvais dans leur genre. Impossible de m'immerger dedans. C'est simple je n'arrive même pas à m'y intéresser. J'ai regarder le pilote et ça m'a suffit, à vrai dire on savait à quoi s'attendre. Je ne sais pas s'il existe une série francaise digne de ce nom. Non je ne pense pas. Je ne dirai pas dommage, car l'idée n'est pas originale. J'en appel à TF1 : pitié donnez nous CSI LV à la place.
32	4	0	Difficile à dire si cette série est plus mauvaise que les autres séries du jeudi soir. Alice Nevers, véritable conne, correspond en réalité à la mentalité des ménagères de plus de 30 ans qui ne comprennent pas ce qu'ils voient et qui pensent que résoudre un crime est aussi facile que gagner au cluedo. TF1, qui fait 7 millions de spectateur à chaque diffusion de ce virus mortel, s'en frotte les mains. Nous autres français(e), nous en sommes inexcusable.
487	332	1	Je me fiche de voir partout dans le monde des gens critiquer la seconde saison de Lost! Pour moi Lost, c'est tout simplement un truc de fou! Plus je regarde cette série plus je me dis "Mais comment les scénaristes font pour inventer des trucs pareils?". Même les rebondissements les plus bidons sont amenés de façon à ce que l'on soit dégoûté et que l'on se dise "Trop Classe!". Cette série est incroyable! Dès le départ, j'ai eu peur. Je me suis dis "J'espère que dans cette série, ils ne mettront pas plus de questions que de réponses". Vous voyez le genre de série où il se passe plein de trucs bizarres mais où on n'explique même pas le quart. Ce qui s'avère assez naze en fait. Là les scénaristes n'ont pas fait cette erreur. Sans rien dévoiler, ce qui se passe avec les Autres est très probable et encore plus intéressant que si ce n'était que des phénomènes inexpliqués. Alors il est vrai que durant 3-4 épisodes au milieu de la saison 2 je me suis un peu ennuyé mais tout le reste était tellement exceptionnel que j'excuse les scénaristes de Lost qui font un travail excellent! Si si j'insiste...
